,X0,X1,X2,X3,X4,X5,X6,label
0,0.10407004983721979,0.9965177017982618,0.45322464110823457,0.7022012352882426,0.6101523721255648,0.5531351996047716,0.5763066685761251,18.41751635404488
1,0.8340471278321487,0.6822972567916084,0.5425290841967638,0.45535198119154596,0.6000247337923685,0.2463974477873232,0.01328681251098962,12.029100622019815
2,0.6151441127699727,0.2042278643687001,0.2583680821700357,0.9340255092485277,0.897364916340985,0.44550222322886857,0.10930541661648796,12.936057641999364
3,0.4548643197654916,0.3650440856727555,0.3166666032856892,0.8473454446482601,0.4588326704744925,0.2818178462818105,0.4748347358344871,15.679187474564547
4,0.016412808665068557,0.7209951705888816,0.9999654217375381,0.11479552248407143,0.8215028433325957,0.695341684972025,0.23125019293552074,18.819849256960747
5,0.1922765342822781,0.06093066580715201,0.7010149501266377,0.4086157793853177,0.1722298605951078,0.8420085796731211,0.528774275907147,15.76840502926641
6,0.05333987565031717,0.5517136048133829,0.9706887173016685,0.2697943326194583,0.9063331495102713,0.23782397051983595,0.20674193414465236,16.153893909885905
7,0.3589560670093116,0.4327114702082445,0.6443556697328616,0.05622942026662936,0.032176608735432266,0.47271572213049684,0.009869116525949462,7.2683055862133354
8,0.2527868057172037,0.8625753893009575,0.600144338959875,0.008719363497871502,0.666834161500425,0.8386447806280979,0.28591996927667995,17.927834843880003
9,0.8558248446675153,0.36541275351675173,0.9795006554960082,0.7110506896487798,0.47153307557110913,0.7771495210735554,0.8907959067582449,28.151119272419052
10,0.7566931219387756,0.701969893064288,0.27990152787040046,0.5664586735587458,0.7264732235483862,0.6928354772120371,0.5595703879592965,19.755709840722318
11,0.18055209809097328,0.19285404665524242,0.28215502452887664,0.9556342339555337,0.510802951200874,0.6791962536931087,0.6996974178067878,16.175164839147595
12,0.08707876325701902,0.9038309669046144,0.00993887466416421,0.52116986430633,0.12441461895755368,0.9137176841235416,0.6487661077800395,18.378589412732182
13,0.04160435041939492,0.00741984689093389,0.13931538668736376,0.04843970267856068,0.36373900442199536,0.6436628643320593,0.27353286466565674,9.343604055169004
14,0.14496509298852167,0.8771786170080585,0.45602622666622583,0.52404697052337,0.32781602331640924,0.034807471594190176,0.22942932486420398,11.830784432866702
15,0.7369991565585431,0.6796082218552386,0.17054261455905273,0.5832151989701243,0.24776444488071758,0.5269241630701501,0.09420988170542977,12.315535603252844
16,0.3209629895733853,0.4944939376387376,0.4922035762084487,0.03763746755414599,0.3043573999770811,0.020338275396628025,0.1769255881279166,7.341461496741263
17,0.9750097473291118,0.30241713807931836,0.0024660472441786485,0.23225457618175438,0.6649491309452709,0.5185383171878039,0.3161109930616356,13.042527224776212
18,0.8362301828577401,0.20116626367675638,0.8336633233557668,0.8326030860660723,0.2632220573866578,0.8970057736348251,0.79970327068985,21.895425612534364
19,0.3745922269266957,0.3414894230927722,0.9123861124802842,0.08097532663455431,0.5369309164039443,0.4605232534005256,0.6419191371295463,15.439831002885226
20,0.5325897472198097,0.8015689574333209,0.7526020493952764,0.834142537123661,0.13683645157205948,0.8671034947453528,0.7469349468698802,18.517551759190003
21,0.4647472081138613,0.4679960027339023,0.3392004559037042,0.49658091741142907,0.43435908259959155,0.33454870686126215,0.3446049386829346,10.821467541630192
22,0.36490346023597786,0.7779719728815697,0.29587643410473774,0.37007933499604273,0.4499242408707559,0.7936643041476937,0.06349125420071389,12.757140887751971
23,0.3498852130193917,0.656270583880122,0.31189908206793626,0.13805528653526078,0.7267808774414659,0.6133094951136833,0.5171386784384034,17.740197627817135
24,0.9449933092268625,0.3209322021761677,0.36402877231814146,0.16656591046598668,0.6388569549928004,0.4788867759915012,0.8212672035273718,16.07483298613216
25,0.5642532964694646,0.5726795270520169,0.6951090560708523,0.03212021368397744,0.5939989663392402,0.8873065271169213,0.6632660587627638,21.299571583456146
26,0.9096724635730165,0.8531436887475689,0.34965585733651383,0.5453773439963104,0.5005906062077904,0.9161435296733903,0.3035810059449702,18.162573168620085
27,0.15576785074644028,0.9450400005128897,0.1608467526855909,0.9527490568566228,0.9599542992830823,0.5650336093318379,0.8046102437902105,21.621274188945048
28,0.4329267364761411,0.5609905786596052,0.10747250330776625,0.9989260704870894,0.33010342553754424,0.32214114320064535,0.3736701907027935,15.78038408533295
29,0.44716950790812027,0.13131956738711892,0.5198788766424992,0.7472412791980946,0.4623057361023116,0.2865280936545809,0.2650844433840708,13.310012845717969
